Date,Open,High,Low,Close,Adj Close,Volume
2023-09-18,1120.000000,1125.000000,1105.000000,1110.000000,1054.500000,4536600
2023-09-19,1110.000000,1115.000000,1090.000000,1095.000000,1040.250000,13650900
2023-09-20,1095.000000,1110.000000,1090.000000,1110.000000,1054.500000,4266500
2023-09-21,1110.000000,1120.000000,1095.000000,1095.000000,1040.250000,2492200
2023-09-22,1095.000000,1105.000000,1085.000000,1095.000000,1040.250000,5236200
2023-09-25,1095.000000,1105.000000,1085.000000,1085.000000,1030.750000,6737700
2023-09-26,1085.000000,1100.000000,1075.000000,1075.000000,1021.250000,5390900
2023-09-27,1075.000000,1095.000000,1070.000000,1075.000000,1021.250000,4820800
2023-09-29,1080.000000,1090.000000,1075.000000,1090.000000,1035.500000,2604100
2023-10-02,1090.000000,1155.000000,1090.000000,1135.000000,1078.250000,15147600
2023-10-03,1135.000000,1140.000000,1105.000000,1115.000000,1059.250000,7564100
2023-10-04,1115.000000,1120.000000,1095.000000,1115.000000,1059.250000,4500500
2023-10-05,1115.000000,1115.000000,1100.000000,1110.000000,1054.500000,2468800
2023-10-06,1110.000000,1110.000000,1095.000000,1105.000000,1049.750000,2432500
2023-10-09,1105.000000,1125.000000,1085.000000,1100.000000,1045.000000,5549900
2023-10-10,1100.000000,1110.000000,1095.000000,1105.000000,1049.750000,3263000
2023-10-11,1110.000000,1125.000000,1105.000000,1125.000000,1068.750000,2879200
2023-10-12,1130.000000,1155.000000,1120.000000,1145.000000,1087.750000,9569000
2023-10-13,1150.000000,1165.000000,1125.000000,1135.000000,1078.250000,7448700
2023-10-16,1135.000000,1145.000000,1115.000000,1120.000000,1064.000000,3371000
2023-10-17,1120.000000,1130.000000,1100.000000,1110.000000,1054.500000,3759000
2023-10-18,1115.000000,1135.000000,1110.000000,1130.000000,1073.500000,3279400
2023-10-19,1130.000000,1135.000000,1105.000000,1110.000000,1054.500000,5518100
2023-10-20,1110.000000,1110.000000,1090.000000,1100.000000,1045.000000,4884800
2023-10-23,1105.000000,1105.000000,1050.000000,1075.000000,1021.250000,7404700
2023-10-24,1075.000000,1100.000000,1075.000000,1090.000000,1035.500000,1463000
2023-10-25,1090.000000,1100.000000,1090.000000,1100.000000,1045.000000,1208800
2023-10-26,1100.000000,1100.000000,1080.000000,1090.000000,1035.500000,2988700
2023-10-27,1085.000000,1110.000000,1080.000000,1110.000000,1054.500000,2777400
2023-10-30,1115.000000,1145.000000,1100.000000,1115.000000,1059.250000,5730200
2023-10-31,1115.000000,1130.000000,1095.000000,1110.000000,1054.500000,7462900
2023-11-01,1120.000000,1125.000000,1090.000000,1090.000000,1035.500000,6960300
2023-11-02,1090.000000,1115.000000,1090.000000,1110.000000,1054.500000,5241100
2023-11-03,1105.000000,1120.000000,1105.000000,1115.000000,1059.250000,2323700
2023-11-06,1115.000000,1125.000000,1105.000000,1115.000000,1059.250000,3008800
2023-11-07,1115.000000,1120.000000,1100.000000,1105.000000,1049.750000,2885800
2023-11-08,1105.000000,1110.000000,1085.000000,1090.000000,1035.500000,3672100
2023-11-09,1090.000000,1105.000000,1080.000000,1085.000000,1030.750000,4809800
2023-11-10,1090.000000,1095.000000,1080.000000,1080.000000,1026.000000,2694400
2023-11-13,1085.000000,1100.000000,1085.000000,1100.000000,1045.000000,2138100
2023-11-14,1100.000000,1105.000000,1090.000000,1095.000000,1040.250000,1092300
2023-11-15,1100.000000,1115.000000,1100.000000,1105.000000,1049.750000,2441500
2023-11-16,1105.000000,1305.000000,1105.000000,1170.000000,1111.500000,117555400
2023-11-17,1170.000000,1195.000000,1140.000000,1140.000000,1083.000000,29080200
2023-11-20,1145.000000,1155.000000,1120.000000,1120.000000,1064.000000,12510300
2023-11-21,1125.000000,1140.000000,1115.000000,1120.000000,1064.000000,8158900
2023-11-22,1120.000000,1130.000000,1110.000000,1120.000000,1064.000000,5900600
2023-11-23,1120.000000,1155.000000,1120.000000,1125.000000,1068.750000,8097100
2023-11-24,1125.000000,1145.000000,1125.000000,1130.000000,1073.500000,3262800
2023-11-27,1135.000000,1145.000000,1130.000000,1135.000000,1078.250000,4413200
2023-11-28,1135.000000,1145.000000,1125.000000,1140.000000,1083.000000,3444900
2023-11-29,1145.000000,1170.000000,1140.000000,1170.000000,1111.500000,9139500
2023-11-30,1180.000000,1230.000000,1155.000000,1190.000000,1130.500000,23632100
2023-12-01,1195.000000,1215.000000,1180.000000,1215.000000,1154.250000,10000200
2023-12-04,1220.000000,1225.000000,1205.000000,1215.000000,1154.250000,14832100
2023-12-05,1215.000000,1245.000000,1205.000000,1215.000000,1154.250000,13631400
2023-12-06,1215.000000,1225.000000,1210.000000,1220.000000,1159.000000,27123600
2023-12-07,1225.000000,1230.000000,1180.000000,1185.000000,1125.750000,9649800
2023-12-08,1185.000000,1190.000000,1165.000000,1175.000000,1116.250000,5165400
2023-12-11,1175.000000,1175.000000,1140.000000,1150.000000,1092.500000,8660700
2023-12-12,1150.000000,1170.000000,1140.000000,1160.000000,1102.000000,4470500
2023-12-13,1160.000000,1165.000000,1150.000000,1155.000000,1097.250000,3271200
2023-12-14,1155.000000,1210.000000,1150.000000,1200.000000,1140.000000,9720300
2023-12-15,1205.000000,1215.000000,1175.000000,1190.000000,1130.500000,3521700
2023-12-18,1190.000000,1210.000000,1175.000000,1180.000000,1121.000000,4368100
2023-12-19,1180.000000,1190.000000,1160.000000,1165.000000,1106.750000,4199300
2023-12-20,1165.000000,1170.000000,1155.000000,1160.000000,1102.000000,6650400
2023-12-21,1160.000000,1170.000000,1150.000000,1160.000000,1102.000000,4904800
2023-12-22,1160.000000,1190.000000,1155.000000,1180.000000,1121.000000,5903200
2023-12-27,1180.000000,1195.000000,1165.000000,1195.000000,1135.250000,4271200
2023-12-28,1195.000000,1200.000000,1185.000000,1190.000000,1130.500000,3806700
2023-12-29,1190.000000,1190.000000,1170.000000,1180.000000,1121.000000,2885000
2024-01-02,1180.000000,1220.000000,1180.000000,1200.000000,1140.000000,6480800
2024-01-03,1200.000000,1205.000000,1185.000000,1185.000000,1125.750000,3577100
2024-01-04,1185.000000,1215.000000,1175.000000,1210.000000,1149.500000,6229800
2024-01-05,1210.000000,1260.000000,1205.000000,1230.000000,1168.500000,16071500
2024-01-08,1230.000000,1255.000000,1220.000000,1240.000000,1178.000000,6473100
2024-01-09,1240.000000,1240.000000,1210.000000,1220.000000,1159.000000,5383800
2024-01-10,1220.000000,1255.000000,1220.000000,1230.000000,1168.500000,5273300
2024-01-11,1230.000000,1245.000000,1225.000000,1240.000000,1178.000000,4061400
2024-01-12,1240.000000,1275.000000,1235.000000,1265.000000,1201.750000,14420900
2024-01-15,1265.000000,1270.000000,1255.000000,1265.000000,1201.750000,7072500
2024-01-16,1265.000000,1265.000000,1240.000000,1240.000000,1178.000000,7700100
2024-01-17,1240.000000,1245.000000,1210.000000,1220.000000,1159.000000,7105300
2024-01-18,1225.000000,1230.000000,1210.000000,1225.000000,1163.750000,3506600
2024-01-19,1225.000000,1225.000000,1180.000000,1215.000000,1154.250000,5275800
2024-01-22,1215.000000,1235.000000,1200.000000,1220.000000,1159.000000,5104900
2024-01-23,1220.000000,1225.000000,1200.000000,1210.000000,1149.500000,8020200
2024-01-24,1210.000000,1210.000000,1195.000000,1200.000000,1140.000000,4509700
2024-01-25,1200.000000,1220.000000,1200.000000,1210.000000,1149.500000,2055100
2024-01-26,1220.000000,1220.000000,1190.000000,1195.000000,1135.250000,4183300
2024-01-29,1195.000000,1215.000000,1190.000000,1210.000000,1149.500000,2788700
2024-01-30,1210.000000,1245.000000,1200.000000,1240.000000,1178.000000,9117300
2024-01-31,1250.000000,1270.000000,1240.000000,1245.000000,1182.750000,9041000
2024-02-01,1250.000000,1255.000000,1240.000000,1240.000000,1178.000000,2759200
2024-02-02,1240.000000,1245.000000,1220.000000,1225.000000,1163.750000,4850000
2024-02-05,1225.000000,1240.000000,1215.000000,1230.000000,1168.500000,8280000
2024-02-06,1230.000000,1240.000000,1220.000000,1235.000000,1173.250000,2645900
2024-02-07,1240.000000,1240.000000,1230.000000,1235.000000,1173.250000,1676600
2024-02-12,1235.000000,1285.000000,1230.000000,1280.000000,1216.000000,25680800
2024-02-13,1280.000000,1285.000000,1260.000000,1270.000000,1206.500000,15503200
2024-02-15,1275.000000,1290.000000,1270.000000,1275.000000,1211.250000,13856300
2024-02-16,1275.000000,1280.000000,1270.000000,1270.000000,1206.500000,5851900
2024-02-19,1305.000000,1305.000000,1270.000000,1300.000000,1235.000000,23296500
2024-02-20,1305.000000,1310.000000,1285.000000,1305.000000,1239.750000,12833100
2024-02-21,1315.000000,1345.000000,1305.000000,1335.000000,1268.250000,26366100
2024-02-22,1340.000000,1400.000000,1330.000000,1365.000000,1296.750000,28927600
2024-02-23,1365.000000,1375.000000,1325.000000,1345.000000,1277.750000,11952300
2024-02-26,1350.000000,1350.000000,1315.000000,1330.000000,1263.500000,9305900
2024-02-27,1320.000000,1350.000000,1320.000000,1345.000000,1277.750000,7298200
2024-02-28,1350.000000,1355.000000,1330.000000,1340.000000,1273.000000,6880200
2024-02-29,1340.000000,1385.000000,1330.000000,1375.000000,1306.250000,32135200
2024-03-01,1375.000000,1380.000000,1345.000000,1375.000000,1306.250000,19215400
2024-03-04,1375.000000,1380.000000,1330.000000,1330.000000,1263.500000,14191600
2024-03-05,1325.000000,1340.000000,1310.000000,1320.000000,1254.000000,9183300
2024-03-06,1315.000000,1370.000000,1315.000000,1365.000000,1296.750000,7474600
2024-03-07,1365.000000,1365.000000,1350.000000,1355.000000,1287.250000,4503800
2024-03-08,1365.000000,1390.000000,1355.000000,1370.000000,1301.500000,10496600
2024-03-13,1370.000000,1375.000000,1350.000000,1360.000000,1292.000000,5590300
2024-03-14,1360.000000,1385.000000,1355.000000,1370.000000,1301.500000,5152100
2024-03-15,1370.000000,1380.000000,1360.000000,1370.000000,1301.500000,4748700
2024-03-18,1370.000000,1410.000000,1370.000000,1405.000000,1334.750000,24218900
2024-03-19,1415.000000,1415.000000,1390.000000,1400.000000,1330.000000,7166700
2024-03-20,1400.000000,1420.000000,1395.000000,1415.000000,1344.250000,13165700
2024-03-21,1420.000000,1440.000000,1405.000000,1410.000000,1339.500000,20834600
2024-03-22,1415.000000,1425.000000,1405.000000,1420.000000,1349.000000,8158800
2024-03-25,1445.000000,1445.000000,1420.000000,1430.000000,1358.500000,17806600
2024-03-26,1445.000000,1445.000000,1430.000000,1440.000000,1368.000000,22827600
2024-03-27,1375.000000,1405.000000,1370.000000,1400.000000,1400.000000,29801400
2024-03-28,1400.000000,1405.000000,1370.000000,1370.000000,1370.000000,18428600
2024-04-01,1380.000000,1390.000000,1335.000000,1345.000000,1345.000000,16920200
2024-04-02,1345.000000,1365.000000,1340.000000,1345.000000,1345.000000,9799500
2024-04-03,1350.000000,1355.000000,1325.000000,1325.000000,1325.000000,12873400
2024-04-04,1325.000000,1365.000000,1315.000000,1360.000000,1360.000000,6632900
2024-04-05,1355.000000,1375.000000,1350.000000,1350.000000,1350.000000,5299500
2024-04-16,1350.000000,1350.000000,1285.000000,1300.000000,1300.000000,18584900
2024-04-17,1300.000000,1330.000000,1300.000000,1300.000000,1300.000000,8799900
2024-04-18,1320.000000,1330.000000,1300.000000,1310.000000,1310.000000,5238400
2024-04-19,1310.000000,1330.000000,1245.000000,1280.000000,1280.000000,26461400
2024-04-22,1280.000000,1305.000000,1260.000000,1290.000000,1290.000000,10600300
2024-04-23,1300.000000,1325.000000,1300.000000,1325.000000,1325.000000,6751300
2024-04-24,1325.000000,1345.000000,1310.000000,1330.000000,1330.000000,5709200
2024-04-25,1330.000000,1335.000000,1290.000000,1295.000000,1295.000000,9036600
2024-04-26,1295.000000,1295.000000,1255.000000,1255.000000,1255.000000,7795200
2024-04-29,1255.000000,1270.000000,1250.000000,1270.000000,1270.000000,4766700
2024-04-30,1270.000000,1315.000000,1270.000000,1300.000000,1300.000000,5482400
2024-05-02,1315.000000,1330.000000,1250.000000,1265.000000,1265.000000,14900300
2024-05-03,1270.000000,1290.000000,1260.000000,1280.000000,1280.000000,6424500
2024-05-06,1280.000000,1290.000000,1260.000000,1265.000000,1265.000000,6145800
2024-05-07,1270.000000,1275.000000,1250.000000,1255.000000,1255.000000,8551800
2024-05-08,1255.000000,1260.000000,1230.000000,1230.000000,1230.000000,9303300
2024-05-13,1230.000000,1245.000000,1225.000000,1240.000000,1240.000000,6399300
2024-05-14,1280.000000,1290.000000,1240.000000,1240.000000,1240.000000,2863400
2024-05-15,1250.000000,1260.000000,1240.000000,1255.000000,1255.000000,9485300
2024-05-16,1255.000000,1280.000000,1255.000000,1265.000000,1265.000000,3112300
2024-05-17,1275.000000,1285.000000,1255.000000,1265.000000,1265.000000,3437600
2024-05-20,1265.000000,1300.000000,1250.000000,1260.000000,1260.000000,6430300
2024-05-21,1260.000000,1270.000000,1235.000000,1235.000000,1235.000000,6561100
2024-05-22,1235.000000,1270.000000,1230.000000,1270.000000,1270.000000,3354700
2024-05-27,1270.000000,1270.000000,1240.000000,1240.000000,1240.000000,6087200
2024-05-28,1250.000000,1270.000000,1235.000000,1240.000000,1240.000000,3454100
2024-05-29,1240.000000,1245.000000,1200.000000,1205.000000,1205.000000,14550800
2024-05-30,1205.000000,1225.000000,1180.000000,1210.000000,1210.000000,7521800
2024-05-31,1205.000000,1230.000000,1205.000000,1215.000000,1215.000000,2766100
2024-06-03,1225.000000,1245.000000,1220.000000,1240.000000,1240.000000,3853700
2024-06-04,1240.000000,1260.000000,1230.000000,1235.000000,1235.000000,5397200
2024-06-05,1235.000000,1240.000000,1220.000000,1220.000000,1220.000000,5257600
2024-06-06,1225.000000,1235.000000,1220.000000,1235.000000,1235.000000,853500
2024-06-07,1230.000000,1245.000000,1230.000000,1235.000000,1235.000000,4017300
2024-06-10,1235.000000,1240.000000,1220.000000,1230.000000,1230.000000,2816100
2024-06-11,1225.000000,1235.000000,1220.000000,1220.000000,1220.000000,1809300
2024-06-12,1220.000000,1220.000000,1200.000000,1210.000000,1210.000000,4869800
2024-06-13,1210.000000,1225.000000,1200.000000,1210.000000,1210.000000,3118000
2024-06-14,1220.000000,1220.000000,1190.000000,1195.000000,1195.000000,4814100
2024-06-19,1195.000000,1220.000000,1190.000000,1190.000000,1190.000000,6653800
2024-06-20,1195.000000,1235.000000,1190.000000,1230.000000,1230.000000,3762900
2024-06-21,1230.000000,1250.000000,1220.000000,1240.000000,1240.000000,3187300
2024-06-24,1240.000000,1245.000000,1225.000000,1225.000000,1225.000000,2927000
2024-06-25,1230.000000,1235.000000,1220.000000,1230.000000,1230.000000,1307400
2024-06-26,1230.000000,1245.000000,1230.000000,1245.000000,1245.000000,2220200
2024-06-27,1245.000000,1265.000000,1245.000000,1260.000000,1260.000000,4034300
2024-06-28,1260.000000,1275.000000,1260.000000,1270.000000,1270.000000,6634300
2024-07-01,1270.000000,1280.000000,1265.000000,1265.000000,1265.000000,5837900
2024-07-02,1270.000000,1275.000000,1245.000000,1250.000000,1250.000000,7415000
2024-07-03,1250.000000,1260.000000,1245.000000,1260.000000,1260.000000,4130900
2024-07-04,1260.000000,1270.000000,1250.000000,1265.000000,1265.000000,8867200
2024-07-05,1270.000000,1280.000000,1265.000000,1275.000000,1275.000000,5912300
2024-07-08,1275.000000,1275.000000,1265.000000,1270.000000,1270.000000,4041000
2024-07-09,1270.000000,1285.000000,1260.000000,1280.000000,1280.000000,5651100
2024-07-10,1285.000000,1295.000000,1280.000000,1285.000000,1285.000000,6810600
2024-07-11,1285.000000,1300.000000,1280.000000,1285.000000,1285.000000,3280200
2024-07-12,1290.000000,1325.000000,1285.000000,1315.000000,1315.000000,16815500
2024-07-15,1315.000000,1335.000000,1300.000000,1310.000000,1310.000000,8753900
2024-07-16,1310.000000,1315.000000,1285.000000,1300.000000,1300.000000,5744000
2024-07-17,1300.000000,1305.000000,1285.000000,1295.000000,1295.000000,7407900
2024-07-18,1290.000000,1310.000000,1290.000000,1305.000000,1305.000000,4026800
2024-07-19,1305.000000,1315.000000,1290.000000,1310.000000,1310.000000,6757000
2024-07-22,1310.000000,1325.000000,1300.000000,1305.000000,1305.000000,7238500
2024-07-23,1310.000000,1315.000000,1290.000000,1290.000000,1290.000000,3122500
2024-07-24,1285.000000,1300.000000,1270.000000,1280.000000,1280.000000,6717100
2024-07-25,1280.000000,1305.000000,1275.000000,1305.000000,1305.000000,11583700
2024-07-26,1310.000000,1315.000000,1295.000000,1315.000000,1315.000000,3182000
